sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,I-Liste,logements,10,612,792,ArialMT,#000,424,477,405,417,7533,6,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,480,493,405,417,7533,6,P,Document;P
O,I-Liste,4,10,612,792,ArialMT,#000,496,503,405,417,7533,6,P,Document;P
O,I-Liste,et,10,612,792,ArialMT,#000,506,516,405,417,7533,6,P,Document;P
O,I-Liste,plus,10,612,792,ArialMT,#000,519,541,405,417,7533,6,P,Document;P
O,I-Liste,par,10,612,792,ArialMT,#000,136,153,422,434,7550,6,P,Document;P
O,I-Liste,rapport,10,612,792,ArialMT,#000,156,192,422,434,7550,6,P,Document;P
O,I-Liste,au,10,612,792,ArialMT,#000,195,208,422,434,7550,6,P,Document;P
O,I-Liste,nombre,10,612,792,ArialMT,#000,211,250,422,434,7550,6,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,253,266,422,434,7550,6,P,Document;P
O,I-Liste,logements,10,612,792,ArialMT,#000,269,322,422,434,7550,6,P,Document;P
O,I-Liste,existant,10,612,792,ArialMT,#000,325,365,422,434,7550,6,P,Document;P
O,I-Liste,avant,10,612,792,ArialMT,#000,368,396,422,434,7550,6,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,399,408,422,434,7550,6,P,Document;P
O,I-Liste,démolition;,10,612,792,ArialMT,#000,411,466,422,434,7550,6,P,Document;P
O,B-Liste,2°,10,612,792,ArialMT,#000,107,119,450,462,7578,7,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,136,145,450,462,7578,7,P,Document;P
O,I-Liste,transformation,10,612,792,ArialMT,#000,150,224,450,462,7578,7,P,Document;P
O,I-Liste,d’un,10,612,792,ArialMT,#000,229,251,450,462,7578,7,P,Document;P
O,I-Liste,bâtiment,10,612,792,ArialMT,#000,256,300,450,462,7578,7,P,Document;P
O,I-Liste,principal,10,612,792,ArialMT,#000,305,348,450,462,7578,7,P,Document;P
O,I-Liste,existant,10,612,792,ArialMT,#000,353,392,450,462,7578,7,P,Document;P
O,I-Liste,dont,10,612,792,ArialMT,#000,398,420,450,462,7578,7,P,Document;P
O,I-Liste,au,10,612,792,ArialMT,#000,425,438,450,462,7578,7,P,Document;P
O,I-Liste,moins,10,612,792,ArialMT,#000,443,474,450,462,7578,7,P,Document;P
O,I-Liste,4,10,612,792,ArialMT,#000,480,486,450,462,7578,7,P,Document;P
O,I-Liste,unités,10,612,792,ArialMT,#000,491,522,450,462,7578,7,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,527,540,450,462,7578,7,P,Document;P
O,I-Liste,logement,10,612,792,ArialMT,#000,136,184,467,479,7595,7,P,Document;P
O,I-Liste,sont,10,612,792,ArialMT,#000,186,208,467,479,7595,7,P,Document;P
O,I-Liste,ajoutées,10,612,792,ArialMT,#000,211,255,467,479,7595,7,P,Document;P
O,I-Liste,sur,10,612,792,ArialMT,#000,258,274,467,479,7595,7,P,Document;P
O,I-Liste,le,10,612,792,ArialMT,#000,277,286,467,479,7595,7,P,Document;P
O,I-Liste,terrain,10,612,792,ArialMT,#000,288,321,467,479,7595,7,P,Document;P
O,I-Liste,par,10,612,792,ArialMT,#000,324,341,467,479,7595,7,P,Document;P
O,I-Liste,rapport,10,612,792,ArialMT,#000,344,380,467,479,7595,7,P,Document;P
O,I-Liste,à,10,612,792,ArialMT,#000,383,390,467,479,7595,7,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,393,402,467,479,7595,7,P,Document;P
O,I-Liste,situation,10,612,792,ArialMT,#000,404,447,467,479,7595,7,P,Document;P
O,I-Liste,antérieure.,10,612,792,ArialMT,#000,450,505,467,479,7595,7,P,Document;P
O,I-Liste,»,10,612,792,ArialMT,#000,508,514,467,479,7595,7,P,Document;P
O,O,___________________________________________________,10,612,792,Arial-BoldMT,#000,72,287,483,491,7611,8,P,Document;P
B-Amendement,B-Alinea,"227-02-2021,",10,612,792,ArialMT,#000,72,117,492,500,7620,9,P,Document;P
I-Amendement,I-Alinea,a.,10,612,792,ArialMT,#000,119,125,492,500,7620,9,P,Document;P
I-Amendement,I-Alinea,2,10,612,792,ArialMT,#000,127,131,492,500,7620,9,P,Document;P
I-Amendement,I-Alinea,(2021),10,612,792,ArialMT,#000,133,155,492,500,7620,9,P,Document;P
O,B-Article,16.,10,612,792,Arial-BoldMT,#000,72,89,514,526,7642,10,P,Document;H3
O,I-Article,TERRAIN,10,612,792,Arial-BoldMT,#000,108,161,514,526,7642,10,P,Document;H3
O,I-Article,ADJACENT,10,612,792,Arial-BoldMT,#000,165,230,514,526,7642,10,P,Document;H3
O,I-Article,À,10,612,792,Arial-BoldMT,#000,234,242,514,526,7642,10,P,Document;H3
O,I-Article,UNE,10,612,792,Arial-BoldMT,#000,245,271,514,526,7642,10,P,Document;H3
O,I-Article,RUE,10,612,792,Arial-BoldMT,#000,274,299,514,526,7642,10,P,Document;H3
O,B-Alinea,Aucun,10,612,792,ArialMT,#000,108,141,542,554,7670,11,P,Document;P
O,I-Alinea,permis,10,612,792,ArialMT,#000,144,179,542,554,7670,11,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,182,195,542,554,7670,11,P,Document;P
O,I-Alinea,construction,10,612,792,ArialMT,#000,198,260,542,554,7670,11,P,Document;P
O,I-Alinea,pour,10,612,792,ArialMT,#000,263,286,542,554,7670,11,P,Document;P
O,I-Alinea,un,10,612,792,ArialMT,#000,289,302,542,554,7670,11,P,Document;P
O,I-Alinea,bâtiment,10,612,792,ArialMT,#000,305,350,542,554,7670,11,P,Document;P
O,I-Alinea,principal,10,612,792,ArialMT,#000,352,395,542,554,7670,11,P,Document;P
O,I-Alinea,ne,10,612,792,ArialMT,#000,398,411,542,554,7670,11,P,Document;P
O,I-Alinea,peut,10,612,792,ArialMT,#000,414,437,542,554,7670,11,P,Document;P
O,I-Alinea,être,10,612,792,ArialMT,#000,440,460,542,554,7670,11,P,Document;P
O,I-Alinea,délivré,10,612,792,ArialMT,#000,463,497,542,554,7670,11,P,Document;P
O,I-Alinea,à,10,612,792,ArialMT,#000,500,506,542,554,7670,11,P,Document;P
O,I-Alinea,moins,10,612,792,ArialMT,#000,509,540,542,554,7670,11,P,Document;P
O,I-Alinea,que,10,612,792,ArialMT,#000,108,128,559,571,7687,11,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,132,141,559,571,7687,11,P,Document;P
O,I-Alinea,terrain,10,612,792,ArialMT,#000,145,178,559,571,7687,11,P,Document;P
O,I-Alinea,sur,10,612,792,ArialMT,#000,182,198,559,571,7687,11,P,Document;P
O,I-Alinea,lequel,10,612,792,ArialMT,#000,203,233,559,571,7687,11,P,Document;P
O,I-Alinea,doit,10,612,792,ArialMT,#000,238,256,559,571,7687,11,P,Document;P
O,I-Alinea,être,10,612,792,ArialMT,#000,261,281,559,571,7687,11,P,Document;P
O,I-Alinea,érigée,10,612,792,ArialMT,#000,285,317,559,571,7687,11,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,321,330,559,571,7687,11,P,Document;P
O,I-Alinea,construction,10,612,792,ArialMT,#000,335,397,559,571,7687,11,P,Document;P
O,I-Alinea,ne,10,612,792,ArialMT,#000,401,414,559,571,7687,11,P,Document;P
O,I-Alinea,soit,10,612,792,ArialMT,#000,418,436,559,571,7687,11,P,Document;P
O,I-Alinea,adjacent,10,612,792,ArialMT,#000,441,484,559,571,7687,11,P,Document;P
O,I-Alinea,à,10,612,792,ArialMT,#000,489,495,559,571,7687,11,P,Document;P
O,I-Alinea,une,10,612,792,ArialMT,#000,500,519,559,571,7687,11,P,Document;P
O,I-Alinea,rue,10,612,792,ArialMT,#000,524,540,559,571,7687,11,P,Document;P
O,I-Alinea,conforme,10,612,792,ArialMT,#000,108,156,575,587,7703,11,P,Document;P
O,I-Alinea,aux,10,612,792,ArialMT,#000,159,178,575,587,7703,11,P,Document;P
O,I-Alinea,dispositions,10,612,792,ArialMT,#000,181,241,575,587,7703,11,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,244,257,575,587,7703,11,P,Document;P
O,I-Alinea,Règlement,10,612,792,ArialMT,#000,260,316,575,587,7703,11,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,319,332,575,587,7703,11,P,Document;P
O,I-Alinea,lotissement,10,612,792,ArialMT,#000,334,393,575,587,7703,11,P,Document;P
O,I-Alinea,en,10,612,792,ArialMT,#000,396,409,575,587,7703,11,P,Document;P
O,I-Alinea,vigueur.,10,612,792,ArialMT,#000,412,452,575,587,7703,11,P,Document;P
O,B-Alinea,De,10,612,792,ArialMT,#000,108,123,604,616,7732,12,P,Document;P
O,I-Alinea,"plus,",10,612,792,ArialMT,#000,126,151,604,616,7732,12,P,Document;P
O,I-Alinea,si,10,612,792,ArialMT,#000,154,162,604,616,7732,12,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,165,174,604,616,7732,12,P,Document;P
O,I-Alinea,terrain,10,612,792,ArialMT,#000,177,210,604,616,7732,12,P,Document;P
O,I-Alinea,sur,10,612,792,ArialMT,#000,213,229,604,616,7732,12,P,Document;P
O,I-Alinea,lequel,10,612,792,ArialMT,#000,232,263,604,616,7732,12,P,Document;P
O,I-Alinea,est,10,612,792,ArialMT,#000,266,282,604,616,7732,12,P,Document;P
O,I-Alinea,projetée,10,612,792,ArialMT,#000,285,326,604,616,7732,12,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,330,338,604,616,7732,12,P,Document;P
O,I-Alinea,construction,10,612,792,ArialMT,#000,342,404,604,616,7732,12,P,Document;P
O,I-Alinea,d’un,10,612,792,ArialMT,#000,407,429,604,616,7732,12,P,Document;P
O,I-Alinea,bâtiment,10,612,792,ArialMT,#000,432,476,604,616,7732,12,P,Document;P
O,I-Alinea,principal,10,612,792,ArialMT,#000,479,522,604,616,7732,12,P,Document;P
O,I-Alinea,est,10,612,792,ArialMT,#000,525,540,604,616,7732,12,P,Document;P
O,I-Alinea,adjacent,10,612,792,ArialMT,#000,108,152,621,633,7749,12,P,Document;P
O,I-Alinea,à,10,612,792,ArialMT,#000,156,162,621,633,7749,12,P,Document;P
O,I-Alinea,une,10,612,792,ArialMT,#000,166,186,621,633,7749,12,P,Document;P
O,I-Alinea,rue,10,612,792,ArialMT,#000,189,206,621,633,7749,12,P,Document;P
O,I-Alinea,publique,10,612,792,ArialMT,#000,210,254,621,633,7749,12,P,Document;P
O,I-Alinea,ou,10,612,792,ArialMT,#000,257,271,621,633,7749,12,P,Document;P
O,I-Alinea,privée,10,612,792,ArialMT,#000,275,306,621,633,7749,12,P,Document;P
O,I-Alinea,tel,10,612,792,ArialMT,#000,310,322,621,633,7749,12,P,Document;P
O,I-Alinea,que,10,612,792,ArialMT,#000,326,345,621,633,7749,12,P,Document;P
O,I-Alinea,défini,10,612,792,ArialMT,#000,349,376,621,633,7749,12,P,Document;P
O,I-Alinea,aux,10,612,792,ArialMT,#000,380,399,621,633,7749,12,P,Document;P
O,I-Alinea,paragraphes,10,612,792,ArialMT,#000,403,468,621,633,7749,12,P,Document;P
O,I-Alinea,1,10,612,792,ArialMT,#000,472,478,621,633,7749,12,P,Document;P
O,I-Alinea,et,10,612,792,ArialMT,#000,482,492,621,633,7749,12,P,Document;P
O,I-Alinea,2,10,612,792,ArialMT,#000,496,503,621,633,7749,12,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,506,520,621,633,7749,12,P,Document;P
O,I-Alinea,1er,10,612,792,ArialMT,#000,523,540,621,633,7749,12,P,Document;P
O,I-Alinea,alinéa,10,612,792,ArialMT,#000,108,139,637,649,7765,12,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,145,158,637,649,7765,12,P,Document;P
O,I-Alinea,l’article,10,612,792,ArialMT,#000,165,200,637,649,7765,12,P,Document;P
O,I-Alinea,38,10,612,792,ArialMT,#000,206,219,637,649,7765,12,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,225,238,637,649,7765,12,P,Document;P
O,I-Alinea,Règlement,10,612,792,ArialMT,#000,245,301,637,649,7765,12,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,307,320,637,649,7765,12,P,Document;P
O,I-Alinea,lotissement,10,612,792,ArialMT,#000,326,385,637,649,7765,12,P,Document;P
O,I-Alinea,en,10,612,792,ArialMT,#000,391,404,637,649,7765,12,P,Document;P
O,I-Alinea,"vigueur,",10,612,792,ArialMT,#000,410,451,637,649,7765,12,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,457,466,637,649,7765,12,P,Document;P
O,I-Alinea,rue,10,612,792,ArialMT,#000,472,489,637,649,7765,12,P,Document;P
O,I-Alinea,doit,10,612,792,ArialMT,#000,496,514,637,649,7765,12,P,Document;P
O,I-Alinea,être,10,612,792,ArialMT,#000,520,540,637,649,7765,12,P,Document;P
O,I-Alinea,aménagée.,10,612,792,ArialMT,#000,108,166,654,666,7782,12,P,Document;P
O,I-Alinea,Une,10,612,792,ArialMT,#000,169,191,654,666,7782,12,P,Document;P
O,I-Alinea,rue,10,612,792,ArialMT,#000,194,211,654,666,7782,12,P,Document;P
O,I-Alinea,est,10,612,792,ArialMT,#000,214,230,654,666,7782,12,P,Document;P
O,I-Alinea,considérée,10,612,792,ArialMT,#000,233,289,654,666,7782,12,P,Document;P
O,I-Alinea,comme,10,612,792,ArialMT,#000,292,331,654,666,7782,12,P,Document;P
O,I-Alinea,étant,10,612,792,ArialMT,#000,334,359,654,666,7782,12,P,Document;P
O,I-Alinea,«,10,612,792,ArialMT,#000,363,369,654,666,7782,12,P,Document;P
O,I-Alinea,aménagée,10,612,792,ArialMT,#000,372,427,654,666,7782,12,P,Document;P
O,I-Alinea,»,10,612,792,ArialMT,#000,431,437,654,666,7782,12,P,Document;P
O,I-Alinea,en,10,612,792,ArialMT,#000,440,453,654,666,7782,12,P,Document;P
O,I-Alinea,vertu,10,612,792,ArialMT,#000,457,482,654,666,7782,12,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,485,499,654,666,7782,12,P,Document;P
O,I-Alinea,présent,10,612,792,ArialMT,#000,502,540,654,666,7782,12,P,Document;P
O,I-Alinea,article,10,612,792,ArialMT,#000,108,139,670,682,7798,12,P,Document;P
O,I-Alinea,lorsqu’elle,10,612,792,ArialMT,#000,142,193,670,682,7798,12,P,Document;P
O,I-Alinea,respecte,10,612,792,ArialMT,#000,196,240,670,682,7798,12,P,Document;P
O,I-Alinea,l’un,10,612,792,ArialMT,#000,243,261,670,682,7798,12,P,Document;P
O,I-Alinea,des,10,612,792,ArialMT,#000,264,283,670,682,7798,12,P,Document;P
O,I-Alinea,cas,10,612,792,ArialMT,#000,285,304,670,682,7798,12,P,Document;P
O,I-Alinea,suivants,10,612,792,ArialMT,#000,306,349,670,682,7798,12,P,Document;P
O,I-Alinea,:,10,612,792,ArialMT,#000,351,355,670,682,7798,12,P,Document;P
O,B-Pied,Codification,10,612,792,ArialMT,#000,72,114,733,741,7861,,Artifact,
O,I-Pied,administrative,10,612,792,ArialMT,#000,116,165,733,741,7861,,Artifact,
O,I-Pied,:,10,612,792,ArialMT,#000,168,170,733,741,7861,,Artifact,
O,I-Pied,18,10,612,792,ArialMT,#000,172,181,733,741,7861,,Artifact,
O,I-Pied,septembre,10,612,792,ArialMT,#000,183,221,733,741,7861,,Artifact,
O,I-Pied,2023,10,612,792,ArialMT,#000,223,241,733,741,7861,,Artifact,
O,I-Pied,Ville,10,612,792,Arial-BoldMT,#000,456,473,733,741,7861,,Artifact,
O,I-Pied,de,10,612,792,Arial-BoldMT,#000,475,484,733,741,7861,,Artifact,
O,I-Pied,Saint-Sauveur,10,612,792,Arial-BoldMT,#000,486,540,733,741,7861,,Artifact,
B-Titre,I-Pied,Règlement,10,612,792,ArialMT,#000,361,400,742,750,7870,,Artifact,
I-Titre,I-Pied,relatif,10,612,792,ArialMT,#000,402,422,742,750,7870,,Artifact,
I-Titre,I-Pied,aux,10,612,792,ArialMT,#000,424,437,742,750,7870,,Artifact,
I-Titre,I-Pied,conditions,10,612,792,ArialMT,#000,439,475,742,750,7870,,Artifact,
I-Titre,I-Pied,de,10,612,792,ArialMT,#000,477,486,742,750,7870,,Artifact,
I-Titre,I-Pied,délivrance,10,612,792,ArialMT,#000,488,525,742,750,7870,,Artifact,
I-Titre,I-Pied,des,10,612,792,ArialMT,#000,527,540,742,750,7870,,Artifact,
I-Titre,I-Pied,permis,10,612,792,ArialMT,#000,394,418,751,759,7879,,Artifact,
I-Titre,I-Pied,de,10,612,792,ArialMT,#000,421,429,751,759,7879,,Artifact,
I-Titre,I-Pied,construction,10,612,792,ArialMT,#000,432,475,751,759,7879,,Artifact,
I-Titre,I-Pied,numéro,10,612,792,ArialMT,#000,477,504,751,759,7879,,Artifact,
I-Titre,I-Pied,227-2008,10,612,792,ArialMT,#000,506,540,751,759,7879,,Artifact,
O,I-Pied,Chapitre,10,612,792,ArialMT,#000,357,387,760,768,7888,,Artifact,
O,I-Pied,2,10,612,792,ArialMT,#000,389,394,760,768,7888,,Artifact,
O,I-Pied,:,10,612,792,ArialMT,#000,396,398,760,768,7888,,Artifact,
O,I-Pied,Dispositions,10,612,792,ArialMT,#000,401,444,760,768,7888,,Artifact,
O,I-Pied,relatives,10,612,792,ArialMT,#000,446,476,760,768,7888,,Artifact,
O,I-Pied,aux,10,612,792,ArialMT,#000,478,491,760,768,7888,,Artifact,
O,I-Pied,conditions,10,612,792,ArialMT,#000,493,529,760,768,7888,,Artifact,
O,I-Pied,de,10,612,792,ArialMT,#000,531,540,760,768,7888,,Artifact,
O,I-Pied,délivrance,10,612,792,ArialMT,#000,406,442,770,778,7898,,Artifact,
O,I-Pied,des,10,612,792,ArialMT,#000,445,457,770,778,7898,,Artifact,
O,I-Pied,permis,10,612,792,ArialMT,#000,460,484,770,778,7898,,Artifact,
O,I-Pied,de,10,612,792,ArialMT,#000,486,495,770,778,7898,,Artifact,
O,I-Pied,construction,10,612,792,ArialMT,#000,497,540,770,778,7898,,Artifact,
